"","from","to"
"1638","Summary Offences Act 1953","Summary Offences Act 1953"
"1639","Summary Offences Act 1953","Summary Offences Act 1953"
"1640","Summary Offences Act 1953","Summary Offences Act 1953"
"1641","Summary Offences Act 1953","Coroners Act 2003"
"1642","Summary Offences Act 1953","Emergency Management Act 2004"
"1643","Summary Offences Act 1953","Fire and Emergency Services Act 2005"
"1644","Summary Offences Act 1953","South Australian Public Health Act 2011"
"1645","Summary Offences Act 1953","Local Nuisance and Litter Control Act 2016"
"1646","Summary Offences Act 1953","Youth Justice Administration Act 2016"
"1647","Superannuation Act 1988","Superannuation Act 1988"
"1648","Superannuation Act 1988","Superannuation Act 1988"
"1649","Superannuation Act 1988","Electricity Corporations Act 1994"
"1650","Superannuation Act 1988","Superannuation Act 1988"
"1651","Superannuation Funds Management Corporation of South Australia Act 1995","Superannuation Funds Management Corporation of South Australia Act 1995"
"1652","Superannuation Funds Management Corporation of South Australia Act 1995","Superannuation Funds Management Corporation of South Australia Act 1995"
"1653","Superannuation Funds Management Corporation of South Australia Act 1995","Superannuation Funds Management Corporation of South Australia Act 1995"
"1654","Superannuation Funds Management Corporation of South Australia Act 1995","Parliamentary Committees Act 1991"
"1655","Superannuation Funds Management Corporation of South Australia Act 1995","Police Superannuation Act 1990"
"1656","Superannuation Funds Management Corporation of South Australia Act 1995","Superannuation Act 1988"
"1657","Superannuation Funds Management Corporation of South Australia Act 1995","Southern State Superannuation Act 2009"
"1658","Supported Residential Facilities Act 1992","Supported Residential Facilities Act 1992"
"1659","Supported Residential Facilities Act 1992","Supported Residential Facilities Act 1992"
"1660","Supported Residential Facilities Act 1992","Supported Residential Facilities Act 1992"
"1661","Supported Residential Facilities Act 1992","Health Care Act 2008"
"1662","Supreme Court Act 1935","Supreme Court Act 1935"
"1663","Supreme Court Act 1935","Supreme Court Act 1935"
"1664","Supreme Court Act 1935","Return to Work Act 2014"
"1665","Surveillance Devices Act 2016","Surveillance Devices Act 2016"
"1666","Surveillance Devices Act 2016","Surveillance Devices Act 2016"
"1667","Surveillance Devices Act 2016","Director of Public Prosecutions Act 1991"
"1668","Survey Act 1992","Survey Act 1992"
"1669","Survey Act 1992","Survey Act 1992"
"1670","Survey Act 1992","Survey Act 1992"
"1671","Survival of Causes of Action Act 1940","Survival of Causes of Action Act 1940"
"1672","Survival of Causes of Action Act 1940","Survival of Causes of Action Act 1940"
"1673","Survival of Causes of Action Act 1940","Dust Diseases Act 2005"
"1674","TAB (Disposal) Act 2000","Stamp Duties Act 1923"
"1675","TAB (Disposal) Act 2000","State Lotteries Act 1966"
"1676","TAFE SA Act 2012","TAFE SA Act 2012"
"1677","TAFE SA Act 2012","TAFE SA Act 2012"
"1678","TAFE SA Act 2012","Public Corporations Act 1993"
"1679","Tattooing Industry Control Act 2015","Tattooing Industry Control Act 2015"
"1680","Tattooing Industry Control Act 2015","Tattooing Industry Control Act 2015"
"1681","Tattooing Industry Control Act 2015","Second-hand Dealers and Pawnbrokers Act 1996"
"1682","Taxation Administration Act 1996","Taxation Administration Act 1996"
"1683","Taxation Administration Act 1996","Taxation Administration Act 1996"
"1684","Teachers Registration and Standards Act 2004","Teachers Registration and Standards Act 2004"
"1685","Teachers Registration and Standards Act 2004","Teachers Registration and Standards Act 2004"
"1686","Teachers Registration and Standards Act 2004","Teachers Registration and Standards Act 2004"
"1687","Teachers Registration and Standards Act 2004","Education Act 1972"
"1688","Technical and Further Education Act 1975","Technical and Further Education Act 1975"
"1689","Technical and Further Education Act 1975","Technical and Further Education Act 1975"
"1690","Terrorism (Police Powers) Act 2005","Emergency Management Act 2004"
"1691","The Estates Tail Act 1881","The Estates Tail Act 1881"
"1692","The Settled Estates Act Amendment Act 1889","The Settled Estates Act Amendment Act 1889"
"1693","The Settled Estates Act Amendment Act 1889","Settled Estates Act 1880"
"1694","The Uniting Church in Australia Act 1977","The Uniting Church in Australia Act 1977"
"1695","The Uniting Church in Australia Act 1977","The Uniting Church in Australia Act 1977"
"1696","The Uniting Church in Australia Act 1977","The Uniting Church in Australia Act 1977"
"1697","The Uniting Church in Australia Act 1977","The Uniting Church in Australia Act 1977"
"1698","The Uniting Church in Australia Act 1977","Prince Alfred College Incorporation Act 1878"
"1699","Tobacco Products Regulation Act 1997","Tobacco Products Regulation Act 1997"
"1700","Tobacco Products Regulation Act 1997","Tobacco Products Regulation Act 1997"
"1701","Tobacco Products Regulation Act 1997","Tobacco Products Regulation Act 1997"
"1702","Torrens University Australia Act 2013","Torrens University Australia Act 2013"
"1703","Torrens University Australia Act 2013","Torrens University Australia Act 2013"
"1704","Training and Skills Development Act 2008","Training and Skills Development Act 2008"
"1705","Training and Skills Development Act 2008","Training and Skills Development Act 2008"
"1706","Training and Skills Development Act 2008","Training and Skills Development Act 2008"
"1707","Training and Skills Development Act 2008","Training and Skills Development Act 2008"
"1708","Training and Skills Development Act 2008","Fair Work Act 1994"
"1709","Trans-Tasman Mutual Recognition (South Australia) Act 1999","Fair Trading Act 1987"
"1710","Trans-Tasman Mutual Recognition (South Australia) Act 1999","Fair Trading Act 1987"
"1711","Transplantation and Anatomy Act 1983","Transplantation and Anatomy Act 1983"
"1712","Transplantation and Anatomy Act 1983","Transplantation and Anatomy Act 1983"
"1713","Transplantation and Anatomy Act 1983","Transplantation and Anatomy Act 1983"
"1714","Transplantation and Anatomy Act 1983","Coroners Act 2003"
"1715","Transplantation and Anatomy Act 1983","Burial and Cremation Act 2013"
"1716","Trustee Act 1936","Trustee Act 1936"
"1717","Trustee Act 1936","Trustee Act 1936"
"1718","Trustee Act 1936","Trustee Act 1936"
"1719","Trustee Act 1936","Trustee Act 1936"
"1720","Trustee Companies Act 1988","Trustee Companies Act 1988"
"1721","Trustee Companies Act 1988","Trustee Companies Act 1988"
"1722","Trustee Companies Act 1988","Trustee Companies Act 1988"
"1723","Unauthorised Documents Act 1916","Unauthorised Documents Act 1916"
"1724","Unauthorised Documents Act 1916","Unauthorised Documents Act 1916"
"1725","Unclaimed Goods Act 1987","Unclaimed Goods Act 1987"
"1726","Unclaimed Goods Act 1987","Unclaimed Goods Act 1987"
"1727","Unclaimed Moneys Act 1891","Unclaimed Moneys Act 1891"
"1728","University of Adelaide Act 1971","University of Adelaide Act 1971"
"1729","University of Adelaide Act 1971","University of Adelaide Act 1971"
"1730","University of Adelaide Act 1971","University of Adelaide Act 1971"
"1731","University of South Australia Act 1990","University of South Australia Act 1990"
"1732","University of South Australia Act 1990","University of South Australia Act 1990"
"1733","Urban Renewal Act 1995","Urban Renewal Act 1995"
"1734","Urban Renewal Act 1995","Urban Renewal Act 1995"
"1735","Urban Renewal Act 1995","Public Corporations Act 1993"
"1736","Urban Renewal Act 1995","Development Act 1993"
"1737","Urban Renewal Act 1995","Urban Renewal Act 1995"
"1738","Urban Renewal Act 1995","Urban Renewal Act 1995"
"1739","Valuation of Land Act 1971","Valuation of Land Act 1971"
"1740","Valuation of Land Act 1971","Valuation of Land Act 1971"
"1741","Veterinary Practice Act 2003","Veterinary Practice Act 2003"
"1742","Veterinary Practice Act 2003","Veterinary Practice Act 2003"
"1743","Veterinary Practice Act 2003","Veterinary Practice Act 2003"
"1744","Victims of Crime Act 2001","Victims of Crime Act 2001"
"1745","Victims of Crime Act 2001","Victims of Crime Act 2001"
"1746","Victims of Crime Act 2001","Victims of Crime Act 2001"
"1747","Victims of Crime Act 2001","Correctional Services Act 1982"
"1748","Victims of Crime Act 2001","District Court Act 1991"
"1749","Victims of Crime Act 2001","Expiation of Offences Act 1996"
"1750","Victims of Crime Act 2001","Stamp Duties Act 1923"
"1751","Victims of Crime Act 2001","Fines Enforcement and Debt Recovery Act 2017"
"1752","Victoria Square Act 2005","Victoria Square Act 2005"
"1753","Victoria Square Act 2005","Victoria Square Act 2005"
"1754","Victoria Square Act 2005","Passenger Transport Act 1994"
"1755","Volunteers Protection Act 2001","Volunteers Protection Act 2001"
"1756","Volunteers Protection Act 2001","Volunteers Protection Act 2001"
"1757","Warehouse Liens and Storage Act 1990","Warehouse Liens and Storage Act 1990"
"1758","Warehouse Liens and Storage Act 1990","Warehouse Liens and Storage Act 1990"
"1759","Warehouse Liens and Storage Act 1990","Warehouse Liens and Storage Act 1990"
"1760","Water Industry Act 2012","Water Industry Act 2012"
"1761","Water Industry Act 2012","Water Industry Act 2012"
"1762","Water Industry Act 2012","Commercial Arbitration Act 2011"
"1763","Water Industry Act 2012","Water Industry Act 2012"
"1764","Water Industry Act 2012","Water Industry Act 2012"
"1765","Water Industry Act 2012","Development Act 1993"
"1766","Water Industry Act 2012","Essential Services Commission Act 2002"
"1767","Water Industry Act 2012","Local Government Act 1999"
"1768","Water Industry Act 2012","Natural Resources Management Act 2004"
"1769","Water Industry Act 2012","Real Property Act 1886"
"1770","Water Industry Act 2012","South Australian Water Corporation Act 1994"
"1771","Water Industry Act 2012","Water Industry Act 2012"
"1772","Water Resources Act 1997","Water Resources Act 1997"
"1773","Water Resources Act 1997","Water Resources Act 1997"
"1774","Water Resources Act 1997","Water Resources Act 1997"
"1775","Water Resources Act 1997","Natural Resources Management Act 2004"
"1776","Water Resources Act 1997","Natural Resources Management Act 2004"
"1777","Water Resources Act 1997","Water Resources Act 1997"
"1778","West Beach Recreation Reserve Act 1987","West Beach Recreation Reserve Act 1987"
"1779","West Beach Recreation Reserve Act 1987","West Beach Recreation Reserve Act 1987"
"1780","West Beach Recreation Reserve Act 1987","West Beach Recreation Reserve Act 1987"
"1781","West Lakes Development Act 1969","West Lakes Development Act 1969"
"1782","West Lakes Development Act 1969","West Lakes Development Act 1969"
"1783","Whistleblowers Protection Act 1993","Whistleblowers Protection Act 1993"
"1784","Whistleblowers Protection Act 1993","Whistleblowers Protection Act 1993"
"1785","Whyalla Steel Works Act 1958","Whyalla Steel Works Act 1958"
"1786","Whyalla Steel Works Act 1958","Whyalla Steel Works Act 1958"
"1787","Whyalla Steel Works Act 1958","Environment Protection Act 1993"
"1788","Whyalla Steel Works Act 1958","Development Act 1993"
"1789","Whyalla Steel Works Act 1958","Environment Protection Act 1993"
"1790","Whyalla Steel Works Act 1958","Whyalla Steel Works Act 1958"
"1791","Whyalla Steel Works Act 1958","Whyalla Steel Works Act 1958"
"1792","Wilderness Protection Act 1992","Wilderness Protection Act 1992"
"1793","Wilderness Protection Act 1992","Wilderness Protection Act 1992"
"1794","Wilderness Protection Act 1992","Wilderness Protection Act 1992"
"1795","Wilderness Protection Act 1992","National Parks and Wildlife Act 1972"
"1796","Wills Act 1936","Wills Act 1936"
"1797","Wills Act 1936","Wills Act 1936"
"1798","Wills Act 1936","Wills Act 1936"
"1799","Wills Act 1936","Advance Care Directives Act 2013"
"1800","Wills Act 1936","Relationships Register Act 2016"
"1801","Wine Grapes Industry Act 1991","Wine Grapes Industry Act 1991"
"1802","Wine Grapes Industry Act 1991","Wine Grapes Industry Act 1991"
"1803","Wine Grapes Industry Act 1991","Wine Grapes Industry Act 1991"
"1804","Wine Grapes Industry Act 1991","Prices Act 1948"
"1805","Wingfield Waste Depot Closure Act 1999","Wingfield Waste Depot Closure Act 1999"
"1806","Wingfield Waste Depot Closure Act 1999","Wingfield Waste Depot Closure Act 1999"
"1807","Witness Protection Act 1996","Witness Protection Act 1996"
"1808","Witness Protection Act 1996","Witness Protection Act 1996"
"1809","Work Health and Safety Act 2012","Work Health and Safety Act 2012"
"1810","Work Health and Safety Act 2012","Work Health and Safety Act 2012"
"1811","Work Health and Safety Act 2012","Work Health and Safety Act 2012"
"1812","Work Health and Safety Act 2012","Work Health and Safety Act 2012"
"1813","Work Health and Safety Act 2012","Dangerous Substances Act 1979"
"1814","Work Health and Safety Act 2012","Environment Protection Act 1993"
"1815","Work Health and Safety Act 2012","Mines and Works Inspection Act 1920"
"1816","Work Health and Safety Act 2012","Tobacco Products Regulation Act 1997"
"1817","Work Health and Safety Act 2012","Return to Work Act 2014"
"1818","Work Health and Safety Act 2012","Return to Work Act 2014"
"1819","Young Offenders Act 1993","Young Offenders Act 1993"
"1820","Young Offenders Act 1993","Young Offenders Act 1993"
"1821","Young Offenders Act 1993","Correctional Services Act 1982"
"1822","Young Offenders Act 1993","Youth Justice Administration Act 2016"
"1823","Young Offenders Act 1993","Young Offenders Act 1993"
"1824","Youth Court Act 1993","Youth Court Act 1993"
"1825","Youth Court Act 1993","Youth Court Act 1993"
"1826","Youth Court Act 1993","Youth Court Act 1993"
"1827","Youth Court Act 1993","Courts Administration Act 1993"
"1828","Youth Court Act 1993","Justices of the Peace Act 2005"
"1829","Youth Court Act 1993","Cross-border Justice Act 2009"
"1830","Youth Court Act 1993","Youth Justice Administration Act 2016"
"1831","Youth Court Act 1993","Justices of the Peace Act 2005"
"1832","Youth Justice Administration Act 2016","Youth Justice Administration Act 2016"
"1833","Youth Justice Administration Act 2016","Youth Justice Administration Act 2016"
"1834","Youth Justice Administration Act 2016","Youth Justice Administration Act 2016"
"1835","Youth Justice Administration Act 2016","Criminal Law Consolidation Act 1935"
"1836","Youth Justice Administration Act 2016","Family and Community Services Act 1972"
"1837","Youth Justice Administration Act 2016","Young Offenders Act 1993"
"1838","Youth Justice Administration Act 2016","Youth Court Act 1993"
